Identifier	Character	Dialogue	Filename	Line Number
needASecret_general_78145994	f	It's of me, on a gurney in an oxygen mask. I remember it took a lot of explaining to convince me that the oxygen tube wasn't my elephant trunk.	game/whatsthisabout.rpy	751
needASecret_general_9f20840f	f	I'll keep thinking about it.	game/whatsthisabout.rpy	752
needASecret_general_efc3f125	f	Hmm. No, I don't think that would work. I wrote about most of that in my diary.	game/whatsthisabout.rpy	754
needASecret_general_e38ac6ec	f	And of course Mom and I talked about... Dad... quite a bit after he left.	game/whatsthisabout.rpy	755
needASecret_general_2df2c339	f	Sorry. I'll keep thinking.	game/whatsthisabout.rpy	756
needASecret_general_8c3907b5	f	Hmm...	game/whatsthisabout.rpy	757
needASecret_general_44df2cc3	f	Hmm. No, I don't think that would work. I actually had Mom proofread my letter and help me mail it.	game/whatsthisabout.rpy	759
needASecret_general_3ec57d49_2	f	...	game/whatsthisabout.rpy	760
needASecret_general_c9d21356	f	Except...	game/whatsthisabout.rpy	761
needASecret_general_da2b5684	f	I {i}do{/i} remember that I thought the entrance to Hogwarts was up on Moore's Hill, up outside of town.	game/whatsthisabout.rpy	762
needASecret_general_162cfab3	f	Since there aren't any trains around here, you know. I couldn't get in at the train station.	game/whatsthisabout.rpy	763
needASecret_general_fa20fd5e	f	So I think I convinced myself that they'd have to come pick me up by airlift, like in one of their magic flying cars or something.	game/whatsthisabout.rpy	764
needASecret_general_bdb3a888	f	I always imagined myself standing up on the hill in one of those ridiculous scarfs, and Hagrid or someone swooping down, and carrying me off to a magical place where I could fix everything.	game/whatsthisabout.rpy	765
needASecret_general_736cac92	f	I don't think that was ever important enough that I ever told anyone about it.	game/whatsthisabout.rpy	766
needASecret_general_284380e3	f	But I'm pretty sure that if you asked me about 'the local Hogwarts pickup stop', I'd know what you mean.	game/whatsthisabout.rpy	767
needASecret_general_229175e5	f	And be really curious about how {i}you{/i} knew.	game/whatsthisabout.rpy	769
needASecret_general_90a1ee18	f	Will that work?	game/whatsthisabout.rpy	770
needASecret_general_8247c748	f	Yay! I'm glad I could help!	game/whatsthisabout.rpy	773
needASecret_general_a5ed765c	f	So this will help save my life?	game/whatsthisabout.rpy	774
needASecret_general_6aa01560	f	I hope it works!	game/whatsthisabout.rpy	777
needASecret_general_f5a880c3	f	I mean, obviously, I guess.	game/whatsthisabout.rpy	778
needASecret_general_0df250f2	f	Tell me if there is anything else I can do!	game/whatsthisabout.rpy	779
needASecret_general_b0a91d6f	f	Oh wow, that takes me back.	game/whatsthisabout.rpy	782
needASecret_general_9858e0f9	f	Wow, how did you even know about that?	game/whatsthisabout.rpy	783
needASecret_general_c0b4a088	f	Oh. Right. You're a... Yeah, never mind.	game/whatsthisabout.rpy	784
needASecret_general_45973161	f	Okay, let me think. Yeah, I think that should work. I'm pretty sure that was never important enough to ever write down, even in my diary.	game/whatsthisabout.rpy	785
needASecret_general_b6575b41	f	And I certainly would have been too embarrassed to mention it to anyone.	game/whatsthisabout.rpy	786
needASecret_general_94eb9507	f	I'm positive I never told anyone about it. Heck, I don't think I've even ever really thought about it for years.	game/whatsthisabout.rpy	788
needASecret_general_6c26544d	f	That's really creepy, though, how you just magicked it out of my head like that.	game/whatsthisabout.rpy	789
needASecret_general_b0332f5a	f	This evening has been pretty weird, so I think I'm just sort of taking these things in stride now.	game/whatsthisabout.rpy	790
needASecret_general_22595b50	f	But if you'd mentioned that out of the blue {i}before{/i} we went and had ourselves such a surreal dining experience, that would have really freaked me out, you know?	game/whatsthisabout.rpy	791
needASecret_general_75da1652	f	You've done some crazy stuff tonight, you know?	game/whatsthisabout.rpy	792
needASecret_general_81deba2d	f	If you need to get me to trust you, or at the very least, pique my interest, that should do the trick.	game/whatsthisabout.rpy	795
needASecret_general_119449f7	f	I mean, I already trust you now. Moreso after the whole life-saving bit.	game/whatsthisabout.rpy	796
needASecret_general_534fd462	f	[prompt]	game/whatsthisabout.rpy	798
needASecret_general_8247c748_1	f	Yay! I'm glad I could help!	game/whatsthisabout.rpy	801
needASecret_general_a5ed765c_1	f	So this will help save my life?	game/whatsthisabout.rpy	802
needASecret_general_72ffcd19	f	Cool! I'm glad I could help!	game/whatsthisabout.rpy	805
needASecret_general_0df250f2_1	f	Tell me if there is anything else I can do!	game/whatsthisabout.rpy	806
needASecret_general_f89d02c2	f	Maybe... Oh, I've got an idea!	game/whatsthisabout.rpy	809
needASecret_general_74644c96	f	I had a sort of secret name for one of my favorite places, actually. It's up on Moore's Hill, outside of town?	game/whatsthisabout.rpy	810
needASecret_general_daef1f92	f	I don't think I ever told anyone this, but in my head, at least, I always called it the 'local Hogwarts pickup stop'.	game/whatsthisabout.rpy	811
needASecret_general_6440ab2e	f	I... may... have had fantasies about being carried off to Hogwarts when I was little.	game/whatsthisabout.rpy	813
needASecret_general_47d138cc	f	Don't judge me!	game/whatsthisabout.rpy	814
needASecret_general_393da278	f	Anyway, I'm nearly positive I never told anyone about it.	game/whatsthisabout.rpy	815
needASecret_general_23eb3f33	f	Will that do?	game/whatsthisabout.rpy	816
needASecret_general_8247c748_2	f	Yay! I'm glad I could help!	game/whatsthisabout.rpy	819
needASecret_general_a5ed765c_2	f	So this will help save my life?	game/whatsthisabout.rpy	820
needASecret_general_6aa01560_1	f	I hope it works!	game/whatsthisabout.rpy	823
needASecret_general_f5a880c3_1	f	I mean, obviously, I guess.	game/whatsthisabout.rpy	824
needASecret_general_0df250f2_2	f	Tell me if there is anything else I can do!	game/whatsthisabout.rpy	825
dinnerStart_tacos_e652d384	f	This was a good idea. Everything is better with tacos!	game/tacos.rpy	6
dinnerStart_tacos_33a09c1e	f	I've heard good things about this place, and I hear they got a new chef recently, too!	game/tacos.rpy	7
dinnerStart_tacos_251f3ce6	f	And I really like how they're out on the docks like this! It's like we're eating right on the water!	game/tacos.rpy	8
dinnerStart_tacos_90c6f179	f	Where do you want to sit?	game/tacos.rpy	11
dinnerStart_tacos_fcc85c0a		The tables outside are popular, but your server manages to find a free one for the two of you.	game/tacos.rpy	14
dinnerStart_tacos_92d560ec		You take your seats and start looking at the menu.	game/tacos.rpy	15
dinnerStart_tacos_aa436d0e		The two of you sit down at a table near a giant window, where you can look out over the water.	game/tacos.rpy	18
dinnerStart_tacos_b6abe3ab		The sun is just starting to set, and the waves are turning gold-colored. The effect is quite beautiful.	game/tacos.rpy	19
dinnerStart_tacos_eb5f8350		You are directed to a booth, and the server brings out water and menus.	game/tacos.rpy	21
dinnerStart_tacos_8378ff56	f	Okay, let's have some tacos! Do you have any recommendations?	game/tacos.rpy	24
dinnerStart_tacos_1cc79003	f	I hear their fish tacos are amazing, but I'm open to other options.	game/tacos.rpy	25
dinnerStart_tacos_1c8409e3	f	What are you going to get?	game/tacos.rpy	28
dinnerStart_tacos_007bd880	f	You've convinced me! I'll have them too!	game/tacos.rpy	31
dinnerStart_tacos_0fa39935	f	Hmm. Tempting.	game/tacos.rpy	34
dinnerStart_tacos_1d9a0ab2	f	But not tempting enough! Fish tacos for me, please!	game/tacos.rpy	35
dinnerStart_tacos_bf8652cc	f	Mmm. I do like mango!	game/tacos.rpy	39
dinnerStart_tacos_36151081	f	But no. I entered this dinner with a resolution to eat fish tacos.	game/tacos.rpy	40
dinnerStart_tacos_962bb24e	f	What would you think of me if I cast aside my ambitions so lightly?!	game/tacos.rpy	41
dinnerStart_tacos_365620a2	f	Fish tacos, please!	game/tacos.rpy	42
dinnerStart_tacos_a16fe5ba	f	Haha. I hope I don't sound obsessed to you. But for some reason I'm just really excited about tacos tonight!	game/tacos.rpy	45
dinnerStart_tacos_33f20572	f	I'm not normally this obsessive! Honest!	game/tacos.rpy	46
dinnerStart_tacos_0077aa8f	f	Do you ever get like that? Obsess over some particular thing you want, to the exclusion of everything else?	game/tacos.rpy	48
dinnerStart_tacos_08ce3de1	f	Haha, yeah, I guess.	game/tacos.rpy	55
dinnerStart_tacos_3c4ab138	f	Oh! What's that?	game/tacos.rpy	56
dinnerStart_tacos_5236b6af		She points out the window.	game/tacos.rpy	57
dinnerStart_tacos_e1784040	f	Are those dolphins?! I think those are dolphins!	game/tacos.rpy	58
dinnerStart_tacos_ca6902df		You follow her as she runs to the railing to look out over the ocean.	game/tacos.rpy	59
dinnerStart_tacos_f7041ba3	f	It is dolphins! Oh, I'm so glad we came here tonight! This is so awesome!	game/tacos.rpy	60
dinnerStart_tacos_5b8c1f19	f	Have you ever seen anything quite like it?	game/tacos.rpy	62
dinnerStart_tacos_2e88bc64		She gazes out at the picturesque scene for a moment longer, and then several things happen all at once.	game/tacos.rpy	73
dinnerStart_tacos_60b81d86	f	Woah! What's happening?!	game/tacos.rpy	74
dinnerStart_tacos_468e41df		Too quickly for you to react, and yet somehow with agonizing slowness, the railing, and in fact the whole patio, collapses into the sea.	game/tacos.rpy	75
dinnerStart_tacos_a8679a94		Felicia tries to jump for safety as soon as she feels everything begin to move, but she's not quite quick enough. You lose sight of her in the churning water amidst all the debris from the deck.	game/tacos.rpy	76
dinnerStart_tacos_911e0481		That was the last time you saw her. The currents near there are known to be treacherous, and they never did manage to find a body.	game/tacos.rpy	79
howDidYouKnow_tacos_b0d3c18f		She turns around, obviously a bit surprised at your tone, but obediently takes a step to the left.	game/tacos.rpy	84
howDidYouKnow_tacos_1209a417	f	What, was I in the way, or HOLY CRAP	game/tacos.rpy	85
howDidYouKnow_tacos_c9eafbb9		The portion of the deck where she was just standing abruptly collapses into the water.	game/tacos.rpy	86
howDidYouKnow_tacos_630093a3	f	I... I was almost standing there. I... Holy crap, that was close.	game/tacos.rpy	87
howDidYouKnow_tacos_45dcec97	f	I could have died!	game/tacos.rpy	88
waitedTooLong_tacos_df26e610		Suddenly, you're interrupted by screams and the sound of a lot of things breaking.	game/tacos.rpy	96
waitedTooLong_tacos_961e76f3		Your first thought is that suddenly there are snakes everywhere!	game/tacos.rpy	97
waitedTooLong_tacos_4f4d8137		Soon enough, though, you realize your mistake. It's actually just tentacles.	game/tacos.rpy	98
waitedTooLong_tacos_d339c7ea		Countless tentacles, coming in from every window and opening, boiling up from the rolling waters beneath the restaurant.	game/tacos.rpy	99
waitedTooLong_tacos_02192e8c		Not snakes at all, you think to yourself, as Felicia is pulled out a window, with a tentacle wrapped around her, over a foot in diameter.	game/tacos.rpy	100
waitedTooLong_tacos_aea5083e		Just a sea monster.	game/tacos.rpy	102
